Sample,TFRC,PTEN,ATM,LDLR,CYP2B6,PIK3C3,PLCB4,GNG10,SYNJ1,HDAC6,GSTM3,ARF6,WNT11,REL,HFE,KDR,IL2RA,VPS52,PRKCI,FDFT1,RPS9,CDC40,FURIN,LEF1,GCLC,APEH,DLG1,PDGFA,BCHE,UBE2H,UPF2,UPF3A,TRPV4,RPLP0,FMR1,HBS1L,HTATSF1,YAP1,SAP30,FDXR,SDHD,GTF2H3,DMTF1,KCNA4,PCF11,SYMPK,NLK,CBFB,SIX1,MPDZ,GLS2,SGTA,WDR4,TRAF5,RNF6,PHF3,LIPC,TRIM31,TRPC3,AAK1,FOXL2,GALNT7,SMARCA2,CBX5,ADCYAP1,FZD8,NFATC1,MDK,CALM2,PPP3CB,ROCK1,CREM,SLC9A3R2,PARD6A,PPIA,SPN,NEFL,FA2H,NCOA3,AKAP1,EFNB2,PTPRS,SS18L2,PTPN12,CECR5,DLEC1,TAF1C,MAGEC2,IRAK3,FOXK2,HTR1E,ITGA10,ADAMTS7,TP53I3,PDE7B,SEMA6B,CDC25B,PAX3,SUV39H1,FGFR3,Disease_State
GSM531302,11.38565582,9.924995768,7.421272748,10.5590651,7.172247745,7.602515061,7.391688144,10.56715,7.445642006,9.541829689,8.001635599,7.251923692,7.205509367,7.362993321,7.290238521,8.104003265,8.127635592,8.970827988,7.330077604,8.193002395,13.94891565,9.328547364,8.054143304,9.394339539,7.859470434,10.76348932,7.221551616,7.213149396,7.16427415,8.002196006,8.738005761,8.947831035,8.928506934,10.93484705,7.201757047,7.199342905,9.436688463,9.49837938,7.204395789,11.38966534,8.097235638,8.027826814,8.987822447,7.159283132,9.261710834,8.960869114,7.199533612,11.51260448,8.883225572,8.960069889,7.186129717,8.046871368,8.145530426,7.591297923,7.490635301,7.892018158,7.330077604,7.426931229,7.612870136,7.162939867,7.286608296,7.353652937,8.243191937,8.464601985,7.284081364,8.232882753,7.415752813,8.128601103,11.88873046,11.16230605,7.239093283,7.217376829,7.200914367,8.053108989,7.376274313,7.879529903,7.426931229,7.190753779,9.612759244,7.440778144,9.50300785,7.337210171,12.26318247,8.09820656,9.37478146,7.176651668,8.495407571,7.19858832,12.54549079,7.194388479,7.51596927,8.057237247,7.628216807,9.024167855,10.57007923,7.863580524,9.294531852,7.547629269,8.65901601,7.784706139,Non-Metastasis
GSM531303,11.18173601,9.082746878,7.326304298,8.580094546,7.201193419,7.567586204,7.249301606,11.23434542,7.199078368,9.129009813,7.562405566,7.332903814,9.130266954,7.259468727,7.948518477,7.562405566,8.483869552,9.555514755,7.216335428,8.264558518,13.38365304,9.804561675,8.568103478,8.780549933,7.818228527,10.95161359,7.21685013,7.196230858,7.203258429,8.216111882,8.495485561,8.460837735,9.236197617,11.7343361,7.197899547,7.23333499,9.598557141,8.260357525,7.239389632,10.15106482,8.435192869,9.020335144,8.855467332,7.173341703,8.047486933,8.653641147,7.188029871,11.77514828,8.208173603,8.80501236,7.210365944,8.306242872,8.017680198,7.509231801,7.532498077,8.096218999,8.442950984,7.238481387,7.341444582,7.20437746,7.246232149,7.226534831,8.096942053,8.694581236,7.199284165,7.178884072,8.356923446,9.039450834,11.45925448,10.38013113,7.419707819,7.215830426,7.338008861,7.823546118,7.694086849,7.529300329,7.308364136,7.15224413,9.089531744,7.406995409,8.386508358,7.326192878,11.62395045,8.815000842,10.13823414,7.19828441,8.078518827,7.712218821,9.894572207,7.185263097,7.397264172,8.648556706,7.24719883,8.268260755,8.025336603,7.631063677,8.977748871,7.667075633,8.324106783,7.834618725,Non-Metastasis
GSM531304,12.18672889,9.351526557,7.268087583,10.67942998,7.178291532,7.668582019,7.582399772,10.35150289,7.148501768,9.525265975,9.580735117,7.19929323,7.952646434,7.468455818,7.531242859,7.762521758,7.604579303,8.996167978,7.180662923,8.330451535,13.94572655,9.617010391,8.318961929,9.232447455,8.076635488,10.71217143,7.329910731,7.172040653,7.178663327,8.047571929,8.697393836,8.357242336,8.926675529,12.28080921,7.170595927,7.215909301,9.612011383,9.048957059,7.178291532,9.054628358,8.678374751,8.831042435,8.844833384,7.123709449,8.584500386,8.528409293,7.178211095,11.85478506,8.373412003,7.98758565,7.15631562,8.357836576,8.087725768,7.529959304,7.540126185,8.075063389,7.854446489,7.222579331,7.329910731,7.15833981,7.204365373,7.402924241,7.971751059,8.5856333,7.200138139,8.484472081,7.421885578,8.100987401,11.88054683,10.94572634,7.382583818,7.394160541,7.18735371,8.344375736,7.201900809,7.607647081,7.329910731,7.180251438,9.63006032,7.308298789,9.403801006,7.294510022,11.99014041,8.000041687,9.152429145,7.162032812,8.320818316,8.634799739,9.478080833,7.147872785,7.647663194,9.015872902,7.319448465,8.352599767,9.407346731,7.520697415,9.017435073,7.390119815,8.634799739,7.171517338,Non-Metastasis
GSM531305,10.54860619,9.344143204,7.339261735,11.09918434,7.173273813,7.671326692,7.405818393,10.56008896,7.191180901,9.507803808,8.876315317,7.234759613,8.173610732,7.260895318,7.4080589,7.803288083,8.279929778,9.297817725,7.20139386,8.22551683,13.66361014,9.672859232,8.250235581,9.527764662,7.614778375,10.93624784,7.259678104,7.224787182,7.19514368,8.470004288,8.774901828,8.740087367,8.961874065,11.73590824,7.198512753,7.196279479,9.249957232,9.003945677,7.217886814,10.45151323,8.464907623,8.316330284,8.809062751,7.166396799,8.701687271,8.712739451,7.192465579,11.41457174,8.367425971,8.091531014,7.321872205,8.450401127,8.134886437,7.445782633,7.534506408,7.946692571,8.534479577,7.439471236,7.403957772,7.183089029,7.22951365,7.273767631,8.170687928,8.576180446,7.845692995,7.622829276,7.465999842,8.747272176,12.50604192,11.33810796,7.279252999,7.210226771,7.367261426,8.731382345,7.645030188,7.709253573,7.417011578,7.181921825,9.299459011,7.370725163,9.298638601,7.38362967,11.54276854,7.964092283,9.986634264,7.187830879,8.344842767,7.207590724,9.307093779,7.195717199,7.660585303,8.095095697,8.71151547,10.07157528,8.621076076,7.604177998,9.042803469,7.383547047,8.797936181,7.302983676,Non-Metastasis
GSM531306,10.58282083,9.012345656,7.468527989,9.43587331,7.136076755,7.851186502,7.393806058,10.91016928,7.540237249,8.922432546,8.600245138,7.327008243,7.863142382,7.283914429,7.23531503,7.511934607,7.350145926,9.277236411,7.60255282,8.622634805,13.66194841,9.271354392,8.475271999,9.688912425,8.337999958,10.34500233,7.377263862,7.26844862,7.227863008,8.13286967,8.35831906,9.296662353,8.411485599,12.43582216,7.238371676,7.375070559,9.781005103,8.855304228,8.155237694,9.269036726,9.172764183,8.272284177,9.331698355,7.973664346,8.843603499,8.168079385,7.289478919,11.81396357,7.627350582,8.245881413,7.212631518,8.400217355,8.635992591,7.479553979,7.591263257,8.433874725,7.623573725,7.350145926,7.633927188,7.267784992,7.172400798,7.310770329,8.209605419,8.571494904,7.234892528,8.346332328,8.07541868,8.636550074,12.77633585,10.06171828,7.299959571,7.254757512,7.714924029,8.684713561,7.808118972,7.359473755,7.23226904,7.174036744,8.962997047,7.321857723,8.704484749,7.483200347,11.34832996,8.356320764,10.92780002,7.285544752,8.29580539,9.260151504,8.571494904,7.266032681,7.426030872,8.515078416,7.872746501,8.417396292,7.74809592,7.395768933,9.57574502,7.288116786,9.536368363,9.534145545,Metastasis
GSM531307,11.52372737,9.414284984,8.01392227,10.29057391,7.206975807,8.846640761,7.30981491,11.04340981,8.11282148,8.803879017,8.354316855,7.252045355,7.320140512,7.4783499,7.290230558,7.562486675,7.938930764,9.105354119,8.041891552,9.632898551,13.46445197,9.508383573,8.133009623,10.00565433,8.7470353,9.822015156,7.578337211,7.226610431,7.416857237,8.406114069,8.326302174,9.342600234,8.93811641,12.19788287,7.305216431,7.401399384,10.03016959,11.06643019,10.06518266,8.984851071,10.14804411,8.4798077,9.46247575,7.243936493,9.158794393,8.20538862,8.304680362,12.04977503,7.657809586,8.565126305,7.178749559,8.802628299,8.285302392,7.58735635,7.601029891,9.214946738,7.434361288,7.307516359,7.690921617,7.35997359,7.166582516,7.257838307,9.227136422,8.470532913,7.475175589,8.604852458,8.008932422,8.452473287,13.8383601,10.24197099,8.236846418,7.542420218,7.756598023,7.573403017,8.808041004,8.036923665,7.293697225,7.232360978,9.414847703,7.395759248,9.99009453,7.349784687,11.45815622,10.36671795,9.092222429,7.22949225,8.623284618,7.228891565,8.072488169,7.243936493,7.394736218,9.754097961,8.001927644,8.393679017,9.989331218,7.596438111,9.187826791,7.350660657,8.802211175,8.98394176,Metastasis
GSM531308,11.90300375,8.655945473,7.586501608,9.885864353,7.199229402,7.556750427,7.390651619,11.42695381,7.494035786,8.777856864,7.844049583,7.366191041,7.135930535,7.280417099,7.320056915,7.592400273,7.279334119,9.937242307,7.563446283,8.828034763,13.81271636,9.900239528,9.005455745,9.680201824,8.166036582,10.64052382,7.359126383,7.259419876,7.274017104,7.926277272,8.57192967,8.233500751,8.911201224,12.55605721,7.209237326,7.366191041,9.438097825,8.680437257,7.701708723,9.62748402,9.037799038,8.849535028,8.939629951,7.154510772,8.627955551,8.244610754,7.203290893,12.40428268,7.836009244,8.43441911,7.205109075,8.586897435,8.56703519,7.487564449,7.679074201,8.067281697,8.196167965,7.366191041,7.364772624,7.251241973,7.54629304,7.371890181,8.307197814,8.732422192,7.211182142,8.229191401,8.614334897,8.752164648,12.27124433,10.26018674,7.303527712,7.211182142,7.649167825,7.797891724,7.78625387,7.355427371,7.265817162,7.087755196,8.972954823,7.327167305,9.377355162,7.480112582,11.11212347,8.694746635,9.52305984,7.25372916,8.523162694,7.22903021,8.52981944,7.307215704,7.360533698,8.978864604,7.563446283,8.367604822,8.861050786,7.575323512,9.057835424,7.30284353,9.119170924,9.276785103,Metastasis
GSM531309,10.38085325,9.894170589,7.375831556,9.868157576,7.181380887,7.719574614,7.324400485,10.98934215,7.20014539,8.774131315,8.463352945,7.334454836,7.215373116,7.241769646,7.448934684,7.873252224,7.828898319,9.365787414,7.437703736,8.409649513,13.89468259,9.548706961,8.831865118,9.897962764,7.744920279,10.16531621,7.367149525,7.269681326,7.175027606,8.093721462,8.213173494,8.446100119,8.44534553,12.12076368,7.175769046,7.215831854,8.817869448,8.68498829,7.76861344,9.538567101,9.204250469,8.813173468,8.516760301,7.194823021,8.575030434,8.257247814,7.17837671,11.85775089,8.698432911,8.248403678,7.252219241,8.592316451,8.276819727,7.437272289,7.577270397,7.654725408,8.842848189,7.25061886,7.544450681,7.22161572,7.190294781,7.243172739,8.286830318,8.570844981,7.782154207,8.439975511,7.802340223,8.704084613,12.60311804,10.61322011,7.29704964,7.232077738,8.286604237,7.929227952,7.572254561,7.783008842,7.239044946,7.286037444,9.196201775,7.246355068,9.783063952,7.636974073,11.9866206,8.298399802,10.0750823,7.20673489,8.477314616,7.19365188,8.829542047,7.213125728,7.631361012,9.673234947,7.882706088,8.238263046,9.16170069,7.712639804,9.20988503,7.324867351,8.297424391,9.05992123,Metastasis
GSM531310,11.86060806,9.20122767,7.481667884,9.391658194,7.130469526,7.680178699,7.320639516,11.54565548,7.390148174,9.023082804,8.939700002,7.304989073,7.319504484,7.196353351,7.314254229,7.622645286,7.875786865,9.736997999,7.430099674,8.693839336,13.85160974,9.318061147,9.05979013,9.636689531,7.860623767,10.47236979,7.366481194,7.251386445,7.226600163,7.960314517,8.647279806,8.938026413,9.157244278,12.28098121,7.218742043,7.435010386,9.196870563,8.383580296,7.60884991,9.577081329,8.682984601,8.385168507,9.150138479,7.322916911,8.754478991,8.362736761,7.186776245,11.44973323,7.740549648,8.892834917,7.205118978,8.350268873,8.341521781,7.429213297,7.585883056,7.781456631,7.563072783,7.378596433,7.390798351,7.279553765,7.211088388,7.287822482,8.310805803,8.601406466,7.51534081,7.807601527,8.12285168,9.310470804,12.60241458,10.29279,7.329805196,7.196353351,7.342631687,7.949355283,7.555257236,7.455455556,7.278533453,7.169149824,9.137450837,7.259262638,8.757264515,7.705901663,11.21031881,8.192177328,10.72867208,7.260471677,8.633611183,9.820406059,8.504932992,7.3082972,7.416578138,9.000857719,7.959468799,8.319596745,8.551531949,7.509263574,9.324003284,7.324510676,9.019457891,9.565552854,Non-Metastasis
GSM531311,12.31919478,9.40019068,7.465377644,10.11759694,7.174752291,7.775641065,7.316562317,11.6011692,7.318551588,9.144542316,7.830354108,7.29828355,7.363720724,7.276811045,7.324328085,7.610802783,7.404679713,9.513389114,7.370464452,8.632533531,13.53981684,9.463451157,8.879847266,9.530558181,7.929057216,10.33949561,7.251835983,7.207205812,7.211955512,8.011262899,8.57040657,8.738751977,8.987785862,12.97378582,7.19782746,7.380654013,9.582935435,8.940349417,8.337604549,9.306340544,8.932345513,8.96986473,9.034202422,7.186167444,8.718008315,7.930146121,7.177841374,11.54726854,7.83276954,7.994247076,7.154734826,8.720951236,8.498336183,7.417363604,7.653494013,8.182093943,7.706836902,7.34707484,7.394349479,7.232423462,7.310483206,7.263379612,8.256126195,8.751971919,7.131485701,8.98378377,8.876953079,8.608148917,12.43633261,10.67731351,7.394349479,7.280974399,7.490373696,7.575726815,8.07662351,7.38054405,7.243180423,7.178875082,9.155763176,7.29090562,8.94872602,7.389201347,11.58201812,8.983376336,10.80617346,7.228675846,8.456090829,8.098569667,8.75053274,7.196757277,7.355356342,8.897707563,7.687487777,8.356348704,9.223668845,7.634742616,9.101159213,7.293181063,9.296596977,8.35708532,Metastasis
GSM531312,12.00630236,9.571933991,7.380832277,9.67026135,7.137941514,8.358195367,7.369809855,11.74513433,7.285342163,9.289487273,8.451709117,7.225865079,7.251132322,7.339915622,7.185165693,7.673137701,7.36370132,9.396614478,7.362183286,9.461794823,14.52853367,10.0156264,8.89411206,9.242673922,7.972752703,10.35919734,7.257948991,7.355321469,7.22211511,7.98596116,8.597893604,8.639238266,8.667842916,12.77125314,7.187615885,7.413807096,9.231637064,8.509200126,7.892918986,9.714070657,9.648384218,8.586881211,8.496789666,7.248266135,8.724640317,8.402643269,7.157083614,11.55664036,8.041245043,7.556360862,7.819637297,8.852611508,8.70066081,7.345726925,7.605020998,8.339379098,7.655675795,7.261943316,7.417006133,7.228660531,7.205866457,7.295352893,8.029909679,8.567672461,7.168046332,8.689825113,7.948980492,9.084050918,12.72834508,10.35919734,7.328486954,7.212549292,7.304187431,7.904484072,7.404241617,7.368195514,7.309399768,7.153340609,8.713518069,7.267434782,8.678408949,7.521659319,11.64647724,8.346493182,9.889102438,7.224384301,8.114094426,7.530815595,8.169548609,7.213521996,7.551895082,9.780696552,7.675798143,8.828969593,7.420209446,7.443119012,9.132571676,7.294520266,9.824792137,8.124027328,Metastasis
GSM531313,11.73526554,9.107037294,7.956724173,9.639600222,7.158673658,7.618763385,7.343448168,11.26838526,7.424484147,8.644411242,8.013685063,7.326942487,7.227540339,7.358881506,7.258654129,7.449372016,7.868339883,9.403757065,7.637885628,8.624752566,13.95875868,9.784246395,8.896530571,9.205783847,7.872686906,10.46537583,7.474733179,7.271980007,7.318165125,8.242654838,8.243861731,8.809538268,8.461636657,12.60287226,7.180828699,7.480989557,10.00221159,11.54760508,8.082539939,8.795391794,8.777152075,8.409866491,8.987207084,7.108913838,8.665876425,8.654307192,7.218929728,11.62881855,7.72540036,8.207754093,7.20267316,8.831788335,8.373212561,7.462795925,7.646118926,8.540995432,7.362189161,7.298519521,7.717885748,7.237203287,7.264932887,7.344550041,7.90062716,9.07544085,7.165350169,7.756555197,7.849925161,9.375406394,12.64601924,10.9153867,7.228615061,7.264004688,7.433280072,8.109867587,7.842612665,7.482392278,8.211919387,7.277975925,8.991630459,7.264241146,8.87508315,7.43112238,12.14681455,8.756056263,10.45778568,7.210312449,8.447369818,7.312691925,8.182938721,7.306139466,7.457882485,9.550595776,7.823838457,8.616964635,9.856929576,7.566169453,9.060398408,7.354350435,8.777152075,7.29034029,Non-Metastasis
GSM531314,11.70115422,8.655573362,7.73375518,10.26657041,7.162855149,7.691922414,7.292655497,10.6817531,7.624611683,9.026131772,7.650967402,7.239151615,7.823263801,7.332279218,7.280374506,7.534565849,7.4266158,9.713335306,7.636541774,8.581227643,14.17862669,9.391991297,8.599552117,10.17878495,8.193794349,9.351483762,7.357562221,7.187248003,7.324994614,7.963775857,8.901009522,9.449757435,9.67160837,12.33659701,7.183193502,7.257575022,9.767654529,9.411383255,8.897608484,10.17662202,8.925607792,8.340002638,9.900871029,7.166454142,9.408321889,8.955176462,7.210505051,12.10967282,7.724132276,8.839168964,7.186780782,9.546372308,8.280435581,7.422824771,7.542178263,8.690626214,7.635221325,7.312093687,7.357562221,7.291300055,7.221063555,7.250135489,8.247700665,8.565841687,7.161654532,8.505064916,7.863991037,7.961695332,12.76580127,10.15058764,7.342601411,7.316361853,7.553127544,7.686883527,7.749479892,7.577485069,7.225942069,7.156847266,9.23884489,7.295281719,9.586053648,7.389573637,11.36759378,8.684756584,10.72079916,7.272608443,8.930386813,7.265126372,7.932104993,7.258825398,7.487629051,9.075762917,8.497733125,8.355451147,10.34820015,7.494076898,8.891840711,7.429196809,8.663045572,9.614847118,Metastasis
GSM531319,12.06136505,9.081186178,7.985769428,10.07321991,7.22453398,8.630511985,7.364397481,10.88755839,8.077148101,8.542289753,8.050882515,7.257441658,7.254475204,7.494700948,7.368191413,7.859922079,7.275135273,9.172626258,8.258203609,10.21641021,13.20984793,9.413451316,8.360441241,9.798054672,9.020135079,10.21039614,7.567167011,7.220743008,7.279530597,8.658577354,8.699477202,9.811555035,8.978145892,12.08334754,7.278798821,7.41765213,9.692371484,11.25922567,9.468410048,8.577550105,10.11051885,8.779580767,9.387179954,7.264097858,9.013021559,8.066643945,8.274411394,12.10538987,7.738088412,8.656733767,7.231636667,8.392528592,8.380391435,7.566527672,7.598341424,9.115903464,7.348336488,7.323581922,7.677446112,7.298447745,7.173074702,7.210134877,9.321480423,8.607625451,7.069430242,7.84414189,8.340498953,8.603553983,13.30653321,10.06013352,7.79725039,7.507354817,7.787475158,7.923209203,7.97927961,8.18560823,7.258923005,7.294826127,9.141471671,7.494078264,10.01473986,7.478079711,11.33177124,9.598295515,10.21266667,7.228301695,9.06448464,7.297724042,8.409312835,7.297724042,7.339186202,10.72445815,7.52674701,8.361686164,8.232413211,7.656049352,8.828818728,7.3767841,8.63596484,9.415356374,Non-Metastasis
GSM531320,11.22140671,9.428133524,7.530789242,9.576376893,7.159197399,7.610426362,7.204201156,11.325912,7.310313583,9.239854219,8.939223993,7.298602331,7.639634911,7.279330896,7.253084286,7.60633568,7.887472664,9.715076111,7.24531257,8.397019995,13.73584421,10.30963321,8.448627003,10.62822483,7.871808515,10.18087373,7.323566311,7.219530236,7.220448268,7.977043339,8.492961377,8.828631375,9.522235696,12.35213326,7.192387789,7.222300974,9.952477314,8.506761563,7.458823852,8.484580048,8.843602514,8.695249393,10.01100374,7.212109672,9.142059599,8.309407811,7.183081624,12.15253257,8.083193044,8.795821458,7.215063515,8.235927795,8.483759775,7.41765552,7.589098461,8.103589074,7.949083265,7.256866314,7.470414988,7.184612708,7.224523763,7.295614465,8.234419048,8.585636773,7.230636272,8.168315259,7.857644949,8.843868996,12.52895884,10.94037369,7.276580186,7.209241248,7.461150898,7.402282802,7.495525469,7.655342791,7.344445097,7.191339575,9.052673108,7.224187251,9.508201174,7.363750769,11.92194336,8.743532363,10.01583294,7.24685256,8.721639976,8.294301261,8.326643571,7.162480285,7.256866314,9.233976067,7.676748803,8.183734205,9.647458845,7.539402007,8.606595841,7.368236113,8.523443862,10.19389529,Non-Metastasis
GSM531321,11.12666764,9.629221598,8.082393259,8.50994316,7.142502828,8.910920233,7.192293276,11.90772449,8.087743792,8.666585476,7.682582288,7.310637974,7.302275792,7.728058275,7.350061813,7.72907241,8.58657264,8.944032225,8.208875867,9.223634139,13.62761981,9.714979326,8.505316664,8.865625035,8.755745098,10.35253784,7.577095016,7.34009177,7.320380474,8.57579646,8.540184631,8.71072945,8.87762071,12.09207803,7.132740116,7.24891674,9.464504577,10.95061697,9.041097076,9.498282221,10.64704358,8.492718743,9.177449527,7.211999877,8.716793038,8.130804172,8.260202447,11.21929575,7.479274961,8.087387589,7.227638196,8.491342356,8.122496161,7.654200748,7.678403496,9.272370271,7.707080803,7.232284582,7.316650883,7.213702149,7.335652247,7.293800053,9.066854675,8.558786724,7.193154762,8.145664046,8.484197205,8.684547108,13.44366754,10.59050269,7.544550194,7.596445092,7.581675285,7.839942551,8.123856818,7.90254646,7.263636547,7.233122491,9.289515502,7.37990193,9.186806601,7.359381778,11.70487034,10.28569059,9.887618683,7.245470205,8.610681563,8.385358595,8.749325305,7.208589492,7.308368375,8.959214664,7.73816191,8.736992235,8.475552045,7.909495769,8.619332336,7.261434171,8.180827216,8.178415684,Non-Metastasis
GSM531322,12.32393144,9.09271585,7.760674348,9.454919593,7.139869324,8.480938086,7.385304622,10.63365644,7.806601483,9.153919316,9.215477378,7.23257516,7.348370319,7.358328546,7.320547222,7.493156771,7.415253659,9.497858102,7.813302634,9.43754033,13.21165736,10.06230377,8.208008237,10.10193212,8.287530988,9.944633254,7.293426975,7.334243315,7.144867696,8.121311167,8.897979956,10.12245772,9.061927555,11.64209796,7.241865988,7.415253659,9.509685418,10.72196138,8.759983542,8.808419773,9.389965692,8.247158493,9.580060262,7.184162422,9.074224725,7.979024358,7.352114096,11.85204589,8.378572468,9.308501813,7.169564591,8.271032315,8.420360409,7.497560149,7.557241688,8.454950005,7.597129013,7.260461908,7.868595725,7.310295478,7.172868097,7.240537839,9.149315319,8.50939845,7.24850877,8.199996888,8.274054034,8.490151189,13.38654583,10.49323149,7.593062557,7.330747628,7.8166359,8.27531496,7.616249795,7.704191065,7.194487273,7.151136628,8.985813193,7.386045978,8.703624412,7.425857378,11.37753192,9.297049826,10.68754917,7.183634348,8.67072545,7.259134705,8.474272258,7.206205618,7.587959153,9.894736364,7.756757463,8.448698493,8.769360977,7.513681479,9.276619783,7.380982894,8.756361708,9.695890215,Metastasis
GSM531323,10.84392867,9.082383438,7.603592663,9.109625002,7.124497792,7.600523321,7.277935278,11.82371225,7.50176559,9.785660136,8.880920593,7.30996883,7.303288659,7.301067521,7.22334999,7.661589431,7.53737997,9.571050478,7.359459741,8.181203538,13.98351772,9.668880101,8.556702602,10.38277261,7.853002364,9.948582578,7.371890591,7.240679117,7.249703322,7.954405803,8.358957245,8.614668616,8.65073262,12.44614656,7.213157053,7.32339424,9.727920945,8.899442547,7.676404213,8.789116709,9.171178689,8.304481051,9.165234432,7.229254352,9.218694663,7.880682331,7.201350296,11.28216209,7.755768057,8.459434722,7.208863523,8.338182006,8.455755557,7.432093961,7.650350284,7.883807191,7.70821556,7.299958064,7.559790075,7.271385748,7.209126948,7.292214011,8.270507764,8.684536581,7.232476914,7.714482321,7.608506929,8.863741496,12.73698052,10.58432152,7.36737052,7.218521374,7.651302138,7.79824707,7.787340187,7.508026633,7.308853808,7.183066357,9.184460595,7.284017328,9.240867204,7.503003692,11.50455373,8.21104872,10.7516909,7.251916994,9.202238509,7.274657553,8.700024724,7.229254352,7.484924572,8.996618527,8.249592606,8.509544113,9.664119736,7.535981359,8.966881024,7.358187798,8.921277037,8.402613191,Non-Metastasis
GSM531324,11.72478222,9.018448361,7.503062818,11.30518015,7.170324736,7.633924898,7.319983675,11.10943505,7.456014038,8.921817689,8.404297795,7.232392944,7.462064269,7.269517911,7.249591091,7.704535229,7.638846044,9.712655378,7.299104855,8.192444907,14.209561,9.525995393,9.151644509,9.214766771,7.745646779,9.901021513,7.347136961,7.3039235,7.203975051,8.127693765,8.334260525,9.491273156,10.24761995,12.47404995,7.173851255,7.332077536,9.386065971,8.449650563,7.631456741,9.841694772,8.471119025,8.602867739,9.208650618,7.217634604,8.950155809,8.592930264,7.210817786,11.4381737,7.806880137,9.121308792,7.152362836,8.730003159,8.087806502,7.515854273,7.510147803,7.991732808,8.58626443,7.232392944,7.77228077,7.332077536,7.28160304,7.276732988,8.598036922,8.566631079,7.203975051,8.458895993,8.03443799,8.525569534,12.46127539,10.21207662,7.310742988,7.263582251,8.15670831,7.664355679,7.939675083,7.757906937,7.332077536,7.182038867,9.097738371,7.289472144,12.26627816,8.046768112,11.38237207,8.388804743,9.972906148,7.388291222,8.618006703,7.265948674,8.679364737,7.317327792,7.358248645,11.01127622,8.752943761,8.237145757,9.349632254,7.507266935,9.044318206,7.417500609,8.453973529,9.403642551,Metastasis
GSM531325,11.46970222,9.30995064,7.583962596,10.2807278,7.14466534,7.808479832,7.29752782,10.93912957,7.517153265,8.979136699,8.59512154,7.356441583,8.40750553,7.24950079,7.227880086,7.625303279,7.440033697,9.571369026,7.714174833,8.712760083,13.90723226,9.510040995,8.091377861,9.182657761,7.970013331,10.22585071,7.28871869,7.287847919,7.281321099,7.851680618,8.894138608,9.427020428,10.13617259,12.47494703,7.275257754,7.437191573,9.940814258,9.423532007,8.20701825,8.89410682,9.23246783,9.011486014,9.119881222,7.242685994,8.489027582,8.770773045,7.109339334,12.16916232,8.289340462,7.489148067,7.179026501,9.077784853,8.743313183,7.517137847,7.591505512,7.987310487,7.621639062,7.34675064,7.393047283,7.189450225,7.59428662,7.246084283,8.289767647,8.597992291,7.193884021,8.066371658,7.881363137,8.550155703,12.31407872,10.28043922,7.498763276,7.32098477,7.588091416,7.52043681,7.673001434,7.474597073,7.371831962,7.151437543,9.207627431,7.351856149,9.84159956,7.557380503,11.72042861,8.300659953,10.6074686,7.246898477,8.634461796,7.98301438,9.493461804,7.333080053,7.4030037,9.170323326,7.964764886,9.060256367,9.213493493,7.551350026,9.450308957,7.517278453,8.792087033,10.25278946,Non-Metastasis
GSM531326,12.69082552,9.272372404,7.961679311,10.6057497,7.179395907,9.177261587,7.542038887,11.21876663,8.117955664,9.292971677,8.474080896,7.343105732,7.794695723,7.521742543,7.241268032,7.774584142,7.47361207,8.986863801,8.515704012,10.00145151,13.06942346,9.092711553,9.791349232,8.691257178,9.073122765,10.10073433,7.638370746,7.244577829,7.443267866,8.645455882,8.423864251,8.993562824,9.640594494,12.21696809,7.221105356,7.572919968,9.189637533,10.50453802,9.441075891,8.891406223,10.27952084,8.651221398,9.574671307,7.322836351,8.917727013,8.340543725,8.105779017,11.7239048,7.73337602,8.523887561,7.243880361,8.642184872,7.981084827,7.477101194,7.552443714,9.098359626,7.580358236,7.292304989,7.396810633,7.355130349,7.192257779,7.307238262,8.860552313,8.488869373,7.154040009,7.777476891,8.274028162,8.162113484,13.93309413,9.972678004,7.770523148,7.503274002,7.807739663,8.653322498,7.883289471,8.002508776,8.014367107,7.295636718,9.396265659,7.382241719,9.094747243,7.609031481,11.02580376,9.664638992,10.13269457,7.216814008,8.627689815,9.685163718,8.52812506,7.14065222,7.382011728,9.407915252,7.672714964,7.919095763,8.61322266,7.745612489,8.985536762,7.287703691,8.633703871,10.27612447,Non-Metastasis
